Timestamp,Plastic,Glass
1579037760,1,1
1579075320,3,3
1579118220,1,1
1579125030,4,1
1579125090,1,1
1579161720,3,3
1579204680,1,1
1579215180,1,4
1579215300,1,1
1579240170,4,1
1579240260,1,1
1579248090,3,3
1579257570,4,4
1579257690,3,3
1579291020,1,1
1579294230,1,4
1579294680,1,1
1579307070,3,3
1579307100,1,1
1579307250,3,3
1579307400,1,1
1579334520,3,3
1579377420,1,1
1579420920,3,3
1579463820,1,1
1579469700,1,4
1579469850,1,1
1579506420,2,1
1579507350,3,3
1579550250,1,1
1579570530,4,1
1579570560,1,1
1579593720,3,3
1579636590,1,1
1579636620,3,3
1579636650,1,1
1579650480,2,1
1579652070,1,1
1579652190,2,1
1579652310,1,1
1579652610,4,1
1579652850,1,1
1579680090,3,3
1579723020,1,1
1579743030,4,1
1579743210,1,1
1579760250,4,1
1579760700,1,1
1579766520,3,3
1579809420,1,1
1579847520,2,1
1579849140,4,1
1579850550,1,1
1579852920,3,3
1579863360,4,4
1579863540,3,3
1579895850,1,1
1579896570,2,1
1579896780,1,1
1579896870,2,1
1579896990,4,1
1579897920,1,1
1579898220,4,1
1579898400,1,1
1579934670,2,1
1579935060,1,1
1579939320,3,3
1579982220,1,1
1579999020,1,4
1579999380,1,1
1580025720,3,3
1580068620,1,1
1580079090,3,3
1580079210,1,1
1580082930,2,1
1580083050,1,1
1580083170,2,1
1580083920,4,1
1580085120,1,1
1580095260,2,1
1580096400,1,1
1580107170,2,1
1580107230,1,1
1580107350,2,1
1580108340,1,1
1580112090,3,3
1580155020,1,1
1580166510,3,3
1580166630,1,1
1580166780,3,3
1580166810,1,1
1580168880,3,3
1580169120,1,1
1580171160,2,1
1580171700,3,3
1580171730,2,1
1580173350,1,1
1580173650,4,1
1580175150,3,3
1580175210,4,1
1580176140,1,1
1580184840,2,1
1580184930,4,1
1580187720,1,1
1580198520,3,3
1580241420,1,1
1580268420,3,3
1580268480,1,1
1580284920,3,3
1580327820,1,1
1580349780,2,1
1580351550,4,1
1580352390,1,1
1580367990,4,1
1580368080,4,4
1580368140,1,4
1580368260,1,1
1580371320,3,3
1580414370,1,1
1580449260,4,1
1580449320,1,1
1580453160,4,1
1580453250,4,4
1580453340,1,1
1580457690,3,3
1580500620,1,1
1580518470,1,4
1580518590,1,1
1580531130,4,1
1580531190,1,1
1580544090,3,3
1580587020,1,1
1580620260,1,4
1580620290,1,1
1580625210,2,1
1580625810,4,1
1580630100,1,1
1580630520,3,3
1580673420,1,1
1580691450,4,1
1580691660,1,1
1580691690,4,1
1580693550,1,1
1580711400,2,1
1580712630,1,1
1580712930,4,1
1580712960,1,1
1580716920,3,3
1580759820,1,1
1580797200,2,1
1580799270,1,1
1580799570,4,1
1580800110,1,1
1580803320,3,3
1580846220,1,1
1580861280,1,4
1580861370,1,1
1580879640,4,1
1580879730,1,1
1580882190,2,1
1580883690,1,1
1580883810,2,1
1580884200,1,1
1580889750,3,3
1580932620,1,1
1580933040,3,3
1580933130,1,1
1580935350,3,3
1580935380,1,1
1580976120,3,3
1580990040,4,4
1580990220,3,3
1581019050,1,1
1581058110,4,1
1581058470,1,1
1581062490,3,3
1581105420,1,1
1581137160,2,1
1581138270,1,1
1581148920,3,3
1581150330,4,4
1581151740,3,3
1581204900,1,1
1581204930,3,3
1581204990,1,1
1581207570,1,4
1581230850,1,1
1581231510,3,3
1581282720,1,4
1581282840,1,1
1581288420,4,1
1581288510,1,1
1581288810,4,1
1581289140,3,3
1581289290,4,1
1581290580,1,1
1581298530,4,1
1581299100,1,1
1581300060,4,1
1581300810,1,1
1581304980,4,1
1581305550,1,1
1581311340,4,1
1581316200,1,1
1581319110,1,4
1581319530,1,1
1581321720,3,3
1581364650,1,1
1581368880,1,4
1581369210,1,1
1581390630,2,1
1581391920,4,1
1581397080,1,1
1581400230,2,1
1581401730,4,1
1581403530,1,1
1581408090,3,3
1581451050,1,1
1581462930,1,4
1581465090,4,4
1581465180,1,4
1581465300,1,1
1581465780,4,1
1581465840,1,1
1581466320,4,1
1581466380,1,1
1581466830,4,1
1581471840,1,1
1581472140,4,1
1581472230,1,1
1581472920,4,1
1581473010,1,1
1581473460,4,1
1581473640,1,1
1581486330,2,1
1581487500,4,1
1581490920,1,1
1581494520,3,3
1581537600,1,1
1581549420,3,3
1581549660,1,1
1581570690,2,1
1581572400,4,1
1581574380,1,1
1581574830,4,1
1581574980,1,1
1581580890,3,3
1581623820,1,1
1581654390,2,1
1581655020,1,1
1581655050,2,1
1581656370,1,1
1581656700,4,1
1581656760,1,1
1581667290,3,3
1581710220,1,1
1581715770,2,1
1581716160,1,1
1581716400,2,1
1581716760,4,1
1581717870,1,1
1581732630,2,1
1581732780,1,1
1581753720,3,3
1581796620,1,1
1581815250,4,1
1581816030,1,1
1581830910,1,2
1581832020,1,4
1581835140,1,1
1581840120,3,3
1581883050,1,1
1581912390,2,1
1581912420,1,1
1581926520,3,3
1581969390,1,1
1582006230,4,1
1582008150,1,1
1582012920,3,3
1582055820,1,1
1582065240,3,3
1582065840,1,1
1582091760,1,4
1582092240,1,1
1582099320,3,3
1582142220,1,1
1582153590,1,4
1582153620,1,1
1582156080,1,4
1582157070,1,1
1582179750,4,1
1582179990,1,1
1582185720,3,3
1582228620,1,1
1582272120,3,3
1582315050,1,1
1582330140,2,1
1582330170,1,1
1582343670,2,1
1582343760,1,1
1582358490,3,3
1582401420,1,1
1582406580,1,4
1582406970,1,1
1582407270,4,1
1582407630,1,1
1582418370,2,1
1582418700,1,1
1582432290,4,1
1582432740,1,1
1582444920,3,3
1582456302,3,3
1582487820,1,1
1582489020,2,1
1582490190,1,1
1582490310,2,1
1582491810,1,1
1582492110,4,1
1582492230,3,3
1582492320,1,1
1582492620,4,1
1582492680,1,1
1582493370,4,1
1582493760,1,1
1582509270,1,4
1582509360,4,4
1582510020,1,4
1582510320,1,1
1582517940,2,1
1582518090,1,1
1582524600,4,1
1582524630,1,1
1582531290,3,3
1582574250,1,1
1582575360,3,3
1582575540,1,1
1582575570,3,3
1582575630,1,1
1582590540,2,1
1582592850,4,1
1582595430,1,1
1582617720,3,3
1582660620,1,1
1582704090,3,3
1582747020,1,1
1582790520,3,3
1582833390,1,1
1582859490,2,1
1582860090,1,1
1582860390,4,1
1582860750,1,1
1582876890,3,3
1582927080,1,4
1582927260,1,1
1582944090,2,1
1582944690,1,1
1582963320,3,3
1583006220,1,1
1583008770,2,1
1583008980,1,1
1583014350,1,4
1583016030,1,1
1583024010,2,1
1583025420,4,1
1583027190,1,1
1583027280,4,1
1583028180,1,1
1583029140,1,4
1583029230,1,1
1583038290,2,1
1583039730,4,1
1583041290,1,1
1583049750,3,3
1583092590,1,1
1583130480,4,1
1583130930,1,1
1583136090,3,3
1583179020,1,1
1583196120,2,1
1583196660,1,1
1583196690,2,1
1583196930,1,1
1583197050,2,1
1583197830,4,1
1583197950,1,1
1583198130,4,1
1583198220,1,1
1583214510,4,1
1583214630,1,1
1583222280,1,4
1583222400,1,1
1583222520,3,3
1583265420,1,1
1583267520,4,1
1583267580,1,1
1583267910,3,3
1583268240,1,1
1583274270,3,3
1583274330,1,1
1583286840,1,4
1583287170,1,1
1583300130,1,4
1583300310,1,1
1583308950,3,3
1583351790,1,1
1583395320,3,3
1583440320,4,4
1583441130,1,4
1583441190,1,1
1583441670,4,1
1583441820,3,3
1583443860,1,1
1583444340,1,4
1583444910,1,1
1583477520,4,1
1583477820,1,1
1583481720,3,3
1583504520,0:undefined,0:undefined
1583504550,3,3
1583524620,1,1
1583568090,3,3
1583611020,1,1
1583613390,1,4
1583613450,1,1
1583645880,3,3
1583646420,1,1
1583654550,3,3
1583697420,1,1
1583722170,2,1
1583722680,1,1
1583740890,3,3
1583783820,1,1
1583819370,4,1
1583819550,1,1
1583827290,3,3
1583870220,1,1
1583894520,4,1
1583894640,1,1
1583913720,3,3
1583956620,1,1
1583960070,2,1
1583960340,1,1
1583975490,4,1
1583975580,1,1
1583991420,2,1
1583991690,1,1
1583991990,4,1
1583992590,1,1
1584000120,3,3
1584043020,1,1
1584062340,2,1
1584062460,1,1
1584086520,3,3
1584129450,1,1
1584172920,3,3
1584215820,1,1
1584234180,2,1
1584236250,1,1
1584236550,4,1
1584236940,1,1
1584248160,2,1
1584248190,1,1
1584249360,2,1
1584249390,1,1
1584249600,2,1
1584249990,1,1
1584250290,4,1
1584250950,1,1
1584251490,2,1
1584252000,1,1
1584252300,4,1
1584252390,2,1
1584252630,1,1
1584252690,2,1
1584254130,1,1
1584254250,2,1
1584254400,4,1
1584254670,1,1
1584254700,4,1
1584255690,1,1
1584259320,3,3
1584302220,1,1
1584328440,4,1
1584328620,1,1
1584345690,3,3
1584393270,1,1
1584403890,1,4
1584403980,1,1
1584432120,3,3
1584475020,1,1
1584495330,2,1
1584496260,1,1
1584501720,1,4
1584501750,1,1
1584518520,3,3
1584561450,1,1
1584601830,2,1
1584601950,1,1
1584604920,3,3
1584647820,1,1
1584656700,3,3
1584656760,1,1
1584666420,4,1
1584666540,1,1
1584691320,3,3
1584734220,1,1
1584773670,1,4
1584773850,1,1
1584777720,3,3
1584820590,1,1
1584864090,3,3
1584906990,1,1
1584926460,3,3
1584926850,1,1
1584938760,4,1
1584938790,1,1
1584947850,4,1
1584948120,1,1
1584950520,3,3
1584993420,1,1
1585036920,3,3
1585079790,1,1
1585123320,3,3
1585166220,1,1
1585187640,3,3
1585187700,1,1
1585192200,3,3
1585192410,1,1
1585199700,1,4
1585199910,1,1
1585209690,3,3
1585252680,1,1
1585288170,4,1
1585288590,1,4
1585288710,1,1
1585296120,3,3
1585339020,1,1
1585378740,4,1
1585378770,4,4
1585378800,1,4
1585378920,1,1
1585382520,3,3
1585425450,1,1
1585429800,3,3
1585444470,1,1
1585449960,4,1
1585450050,1,1
1585468950,3,3
1585511790,1,1
1585525050,1,4
1585525290,1,1
1585543290,1,4
1585543410,1,1
1585555290,3,3
1585598220,1,1
1585602930,4,1
1585603080,1,1
1585606230,1,4
1585606260,1,1
1585606770,4,1
1585607010,1,1
1585641690,3,3
1585643640,4,4
1585643820,3,3
1585684620,1,1
1585696800,4,1
1585696830,1,1
1585705650,4,1
1585705680,1,1
1585718280,4,1
1585718400,1,1
1585718730,3,3
1585718760,1,1
1585725600,3,3
1585725720,1,1
1585728120,3,3
1585771020,1,1
1585778610,1,4
1585778730,1,1
1585786650,4,1
1585786770,1,1
1585793910,3,3
1585794420,1,1
1585806270,3,3
1585807560,1,1
1585814490,3,3
1585857420,1,1
1585870470,3,3
1585870710,1,1
1585870770,3,3
1585870800,1,1
1585874370,3,3
1585874400,1,1
1585891680,3,3
1585891920,1,1
1585892520,3,3
1585892550,1,1
1585900920,3,3
1585947390,1,1
1585956840,1,2
1585956870,1,1
1585957170,1,4
1585961280,3,3
1585961490,1,1
1585980330,3,3
1585980420,1,1
1585987320,3,3
1586033850,1,1
1586038830,3,3
1586038950,1,1
1586042760,1,2
1586042790,3,3
1586052360,1,1
1586070660,4,1
1586070900,1,1
1586071020,2,1
1586073330,1,1
1586077290,3,3
1586121510,1,1
1586153460,2,1
1586153490,1,1
1586154510,4,1
1586154690,1,1
1586163720,3,3
1586168730,0:undefined,0:undefined
1586168760,3,3
1586210340,1,1
1586225910,4,1
1586225940,1,1
1586250150,3,3
1586293050,1,1
1586323350,2,1
1586325270,4,1
1586329410,1,1
1586329710,4,1
1586329740,1,1
1586336490,3,3
1586379420,1,1
1586386500,3,3
1586386770,1,1
1586391900,4,1
1586391930,1,1
1586395920,2,1
1586397060,4,1
1586398560,1,1
1586415270,1,2
1586415840,1,4
1586422650,3,3
1586552430,1,4
1586554470,1,1
1586571570,1,2
1586571690,1,4
1586571720,1,1
1586572740,3,3
1586573100,1,1
1586577930,2,1
1586578530,1,1
1586578830,4,1
1586578950,1,1
1586588790,1,2
1586588880,1,4
1586591970,1,1
1586595690,3,3
1586638620,1,1
1586650200,1,3
1586650620,1,1
1586651790,1,3
1586652090,1,1
1586656110,1,3
1586656140,1,1
1586657610,1,3
1586658000,1,1
1586658030,1,3
1586658090,1,1
1586659170,1,3
1586659380,1,1
1586662950,1,3
1586663040,1,1
1586663370,1,3
1586664060,4,3
1586664090,1,3
1586666670,1,1
1586677680,1,3
1586678010,1,1
1586682120,3,3
1586725200,3,1
1586727840,1,1
1586728110,1,3
1586728320,1,1
1586737710,1,3
1586738040,1,1
1586746020,1,3
1586746170,1,1
1586759910,1,2
1586760030,1,3
1586768400,3,3
1586811600,1,3
1586813190,1,1
1586830140,1,2
1586830410,1,4
1586831190,1,1
1586837670,2,1
1586837790,1,1
1586840250,2,1
1586841870,4,1
1586847780,2,1
1586847810,1,1
1586849520,1,4
1586853810,1,1
1586854890,3,3
1586897790,1,1
1586909430,4,1
1586909640,1,1
1586933070,1,4
1586933100,4,4
1586933220,1,4
1586933250,1,1
1586934360,1,4
1586934420,1,1
1586935080,4,1
1586935530,1,1
1586941290,3,3
1586984220,1,1
1586997060,1,4
1586997120,4,4
1586997360,1,1
1587019680,1,4
1587019860,1,1
1587027720,3,3
1587070620,1,1
1587072540,1,4
1587072840,1,1
1587079290,1,3
1587079320,1,1
1587079380,1,3
1587079500,1,1
1587079530,1,3
1587079650,1,1
1587079680,1,3
1587079800,1,1
1587080010,1,3
1587080130,1,1
1587080220,1,3
1587080310,1,1
1587080340,1,3
1587080460,1,1
1587080490,1,3
1587080610,1,1
1587080670,1,3
1587083220,1,4
1587083490,1,3
1587083550,1,1
1587098250,2,1
1587098610,1,1
1587098640,2,1
1587099240,1,1
1587106140,4,1
1587106290,1,1
1587107220,1,4
1587107730,1,1
1587114120,3,3
1587157020,1,1
1587175320,2,1
1587175800,1,1
1587175860,2,1
1587176820,4,1
1587177360,1,1
1587191670,2,1
1587192360,4,1
1587198330,4,4
1587198390,4,1
1587200490,3,3
1587243450,1,1
1587262920,1,2
1587262950,1,4
1587264900,2,4
1587265200,2,1
1587266190,4,1
1587269820,4,4
1587274470,4,1
1587275310,4,4
1587277470,4,1
1587277740,1,1
1587279300,1,4
1587279930,1,1
1587286920,3,3
1587329850,1,1
1587336570,4,1
1587336720,1,1
1587338430,1,4
1587338790,1,1
1587339600,1,4
1587341130,1,1
1587342240,1,4
1587349530,4,4
1587349590,1,4
1587350070,1,1
1587370020,1,2
1587370110,1,4
1587370710,2,4
1587371850,1,4
1587371880,2,4
1587373320,3,3
1587416220,2,4
1587416520,1,4
1587416820,4,4
1587416910,1,4
1587417630,1,1
1587440520,1,4
1587445020,1,1
1587445560,1,4
1587445980,1,1
1587459720,3,3
1587502650,1,1
1587502950,4,1
1587504960,1,1
1587505320,1,4
1587505350,1,1
1587507570,1,2
1587507840,1,4
1587510690,1,1
1587518640,4,1
1587518700,1,1
1587541650,2,1
1587541740,1,1
1587542040,2,1
1587546150,3,3
1587588990,2,1
1587589110,4,1
1587589230,1,1
1587589410,4,1
1587592560,1,1
1587598290,1,2
1587598920,1,4
1587604770,4,4
1587604800,1,4
1587611820,2,4
1587613560,4,4
1587616380,4,1
1587619680,1,1
1587632520,3,3
1587675420,1,1
1587687300,1,2
1587689340,1,4
1587691530,4,4
1587691980,1,4
1587702840,2,4
1587703080,2,1
1587704310,4,1
1587706800,1,1
1587718920,3,3
1587761850,1,1
1587765660,1,4
1587767700,1,1
1587773340,1,4
1587773370,1,1
1587783120,2,1
1587784980,1,1
1587785010,4,1
1587785670,1,1
1587786450,1,2
1587786480,1,1
1587798330,2,1
1587798720,1,1
1587798750,2,1
1587799020,1,1
1587800520,4,1
1587802440,1,1
1587805290,3,3
1587848250,1,2
1587848400,1,1
1587848700,1,4
1587849480,1,1
1587856230,2,1
1587857160,4,1
1587858390,4,4
1587858600,2,1
1587858630,4,1
1587863670,1,1
1587864390,1,2
1587864570,1,1
1587878190,2,1
1587879420,4,1
1587884310,1,1
1587886530,1,2
1587886590,1,1
1587886890,1,4
1587889380,1,1
1587891720,3,3
1587934620,1,1
1587939240,2,1
1587939390,4,1
1587942930,1,1
1587945960,4,1
1587946260,4,4
1587946350,1,1
1587947250,1,4
1587949290,1,1
1587960450,1,2
1587960900,1,1
1587961200,1,4
1587965520,2,4
1587969240,2,1
1587969540,2,4
1587969600,2,1
1587969900,1,1
1587970200,4,1
1587970350,1,1
1587977670,1,4
1587978120,3,3
1588020990,1,1
1588037610,4,1
1588037670,1,1
1588037700,1,4
1588037850,1,1
1588044330,1,2
1588045050,1,1
1588045350,1,4
1588051470,2,4
1588051560,4,4
1588054770,1,4
1588055070,4,4
1588055310,1,4
1588057290,1,1
1588064520,3,3
1588107450,1,1
1588124460,1,4
1588124490,1,1
1588135410,1,4
1588135530,1,1
1588141170,1,4
1588143870,1,1
1588150890,3,3
1588193820,1,1
1588194180,1,3
1588194960,1,1
1588209180,1,4
1588209630,1,1
1588215600,1,4
1588215660,1,1
1588224780,4,1
1588224810,1,1
1588237320,3,3
1588280220,1,1
1588280760,1,3
1588285890,3,3
1588293060,3,1
1588293330,1,1
1588294500,1,4
1588294740,4,4
1588294830,1,4
1588294860,1,1
1588299210,1,2
1588299330,1,4
1588310280,1,1
1588323720,3,3
1588366620,1,1
1588369020,2,1
1588369350,1,1
1588369650,4,1
1588369800,1,1
1588392090,1,2
1588392450,1,4
1588398900,1,1
1588405440,2,1
1588405500,1,1
1588405620,2,1
1588408470,1,1
1588410120,3,3
1588453020,1,1
1588453320,2,1
1588454730,1,1
1588455030,4,1
1588455330,1,1
1588461630,1,2
1588461720,1,4
1588466370,1,1
1588474560,2,1
1588475760,4,1
1588480980,4,2
1588481070,4,4
1588488570,1,4
1588488660,1,1
1588496490,3,3
1588539420,1,1
1588569540,2,1
1588570950,1,1
1588571070,2,1
1588571400,4,1
1588574760,4,4
1588575780,4,1
1588576530,1,1
1588582890,3,3
1588625820,1,1
1588629420,1,4
1588629570,1,1
1588654350,1,2
1588656630,1,4
1588657290,2,4
1588659030,1,4
1588665300,1,1
1588665600,1,4
1588665660,1,1
1588669320,3,3
1588712250,1,1
1588719180,1,4
1588720770,1,1
1588734960,1,2
1588735020,1,4
1588748940,4,4
1588749180,1,4
1588752990,1,1
1588754700,1,4
1588755690,3,3
1588798590,1,1
1588815240,1,4
1588815300,1,1
1588824090,1,2
1588824240,1,4
1588830360,1,1
1588830510,2,1
1588830540,4,1
1588830720,4,4
1588831020,4,1
1588835880,1,1
1588842120,3,3
1588885020,1,1
1588886730,4,1
1588886880,1,1
1588903620,1,2
1588904010,1,4
1588916400,1,1
1588916700,1,4
1588916820,1,1
1588928490,3,3
1588971420,1,1
1588978980,4,1
1588981650,1,1
1588981920,2,1
1588982190,4,1
1588982820,4,2
1588982880,4,4
1588985430,4,1
1588985580,4,4
1588985850,4,1
1588990830,1,1
1589003970,2,1
1589004930,1,1
1589004960,2,1
1589005170,4,1
1589007090,4,2
1589007150,4,4
1589009610,4,1
1589011230,1,1
1589014920,3,3
1589057820,1,1
1589071890,1,4
1589072010,1,1
1589091390,1,2
1589091480,1,4
1589091540,1,1
1589091660,1,4
1589096610,1,1
1589101320,3,3
1589144250,1,1
1589169390,1,2
1589170410,1,1
1589171730,2,1
1589173170,4,1
1589179380,1,1
1589187690,3,3
1589230590,1,1
1589236830,1,4
1589236980,1,1
1589248290,4,1
1589248410,1,1
1589249850,1,4
1589249880,1,1
1589273850,1,4
1589273880,1,1
1589273940,2,1
1589274090,3,3
1589317020,2,1
1589318640,2,4
1589318670,2,1
1589319780,4,1
1589324310,1,1
1589324610,4,1
1589324880,1,1
1589335860,1,4
1589335890,1,1
1589339250,1,2
1589339310,1,4
1589345640,2,4
1589346570,4,4
1589347650,4,1
1589347950,4,4
1589348040,4,1
1589355030,4,4
1589357640,4,1
1589358300,4,4
1589360520,3,3
1589403420,4,1
1589406420,1,1
1589419110,1,2
1589419200,1,4
1589424300,2,4
1589425380,4,4
1589432730,4,1
1589438370,1,1
1589444850,4,1
1589445210,1,1
1589446920,3,3
1589489850,1,1
1589505540,4,1
1589505690,1,1
1589515140,2,1
1589515320,1,1
1589517120,4,1
1589522700,4,2
1589522760,4,4
1589528910,4,1
1589530230,1,1
1589533290,3,3
1589576220,1,1
1589591130,1,4
1589591700,1,1
1589592990,1,2
1589593230,1,4
1589599290,1,1
1589600040,2,1
1589601600,4,1
1589603640,2,1
1589604030,1,1
1589615700,1,4
1589615730,1,1
1589619690,3,3
1589662650,1,1
1589673000,1,4
1589674680,1,1
1589677500,1,2
1589677560,1,1
1589677620,4,1
1589677770,1,1
1589677860,1,4
1589678790,1,1
1589687100,2,1
1589688870,1,1
1589696730,1,2
1589697270,1,4
1589698440,1,1
1589702550,2,1
1589702610,4,1
1589703810,4,4
1589706120,3,3
1589748990,1,1
1589753190,1,4
1589756430,1,1
1589760000,1,4
1589760150,1,1
1589762460,1,4
1589763540,1,1
1589777640,2,1
1589778870,4,1
1589782560,1,1
1589782860,4,1
1589783280,1,1
1589789490,1,2
1589789790,1,4
1589792490,3,3
1589798760,4,4
1589800500,3,3
1589835420,1,1
1589848740,4,1
1589848830,1,1
1589862450,1,2
1589864640,1,4
1589866080,1,1
1589878920,3,3
1589921820,1,1
1589929590,2,1
1589929620,1,1
1589936580,2,1
1589937090,1,1
1589937180,2,1
1589937360,1,1
1589937420,2,1
1589937990,4,1
1589949120,1,1
1589965350,3,3
1590008190,1,1
1590010590,4,1
1590010680,1,1
1590016170,1,4
1590018360,1,1
1590019800,1,4
1590019830,1,1
1590038430,1,2
1590038550,1,4
1590039630,1,1
1590039930,1,4
1590040080,4,4
1590040260,1,4
1590040320,1,1
1590051720,3,3
1590094650,1,1
